ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,LOCATION_ID,TIME_ID,PRODUCT_ID,CUSTOMER_ID
10142,47,100.0,8,6034.33,L40,T120,P39,C40
10153,31,100.0,7,3641.57,L24,T121,P39,C24
10166,43,100.0,2,6930.74,L22,T220,P39,C22
10177,23,100.0,9,3675.63,L77,T221,P39,C77
10185,28,100.0,9,3442.04,L51,T70,P39,C51
10196,49,100.0,1,6893.81,L35,T71,P39,C35
10208,24,100.0,9,2622.48,L31,T123,P39,C31
10221,33,100.0,3,4417.38,L57,T222,P39,C57
10232,22,100.0,6,3606.02,L60,T223,P39,C60
10248,32,100.0,12,3802.56,L1,T74,P39,C1
10273,40,100.0,13,5026.4,L57,T76,P39,C57
10282,43,100.0,1,6695.53,L40,T77,P39,C40
10293,24,100.0,4,2819.28,L37,T128,P39,C37
10306,32,100.0,9,3759.04,L78,T79,P39,C78
10314,20,100.0,1,2731.8,L79,T97,P39,C79
10325,24,69.12,9,1658.88,L18,T81,P39,C18
10336,48,100.0,12,5778.24,L63,T129,P39,C63
10350,44,100.0,1,5191.12,L24,T83,P39,C24
10372,28,100.0,3,3862.88,L36,T137,P39,C36
10383,24,61.52,9,1476.48,L24,T206,P39,C24
10396,33,100.0,2,5273.73,L40,T142,P39,C40
10414,41,100.0,12,4872.03,L59,T89,P39,C59
10104,23,100.0,13,4556.99,L24,T135,P40,C24
10109,46,100.0,5,8257.0,L46,T152,P40,C46
10114,48,100.0,4,8209.44,L63,T90,P40,C63
10122,25,100.0,3,3598.5,L68,T100,P40,C68
10127,22,100.0,15,3837.24,L75,T119,P40,C75
10136,41,100.0,3,8331.61,L52,T153,P40,C52
10141,34,100.0,9,4836.5,L74,T145,P40,C74
10148,32,100.0,14,5418.88,L43,T154,P40,C43
10151,21,100.0,7,3734.01,L61,T146,P40,C61
10160,20,100.0,1,3996.4,L55,T138,P40,C55
10165,47,100.0,16,8754.69,L27,T122,P40,C27
10171,39,100.0,3,5481.45,L44,T156,P40,C44
10175,29,100.0,5,4419.89,L50,T33,P40,C50
10181,45,100.0,7,6324.75,L8,T104,P40,C8
10184,28,100.0,10,4409.72,L82,T70,P40,C82
10192,26,100.0,12,3918.46,L41,T105,P40,C41
10195,50,100.0,10,7620.5,L48,T35,P40,C48
10203,48,100.0,1,8291.04,L24,T106,P40,C24
10207,25,100.0,11,3937.25,L65,T92,P40,C65
10212,40,100.0,11,5554.4,L24,T139,P40,C24
10225,43,100.0,2,6407.86,L70,T107,P40,C70
10229,22,100.0,5,4172.52,L40,T94,P40,C40
10239,47,100.0,1,7083.37,L61,T149,P40,C61
10246,36,100.0,9,7132.68,L24,T126,P40,C24
10253,40,100.0,6,6773.6,L23,T109,P40,C23
10259,27,100.0,8,3657.69,L66,T40,P40,C66
10266,29,100.0,7,4812.55,L71,T110,P40,C71
10271,20,100.0,9,3928.6,L40,T127,P40,C40
10278,42,100.0,7,6401.22,L85,T158,P40,C85
10281,25,100.0,5,4191.25,L19,T95,P40,C19
10287,36,100.0,5,5852.52,L70,T112,P40,C70
10292,21,100.0,12,2844.87,L1,T43,P40,C1
10301,23,100.0,9,4011.66,L86,T159,P40,C86
10305,37,100.0,9,7455.87,L16,T96,P40,C16
10310,48,100.0,3,8940.96,L69,T114,P40,C69
10313,25,100.0,3,4572.25,L32,T97,P40,C32
10321,33,100.0,11,5700.09,L22,T46,P40,C22
10324,27,100.0,12,3155.49,L12,T81,P40,C12
10331,27,100.0,11,4170.69,L46,T160,P40,C46
10334,20,100.0,3,2878.8,L25,T98,P40,C25
10342,30,100.0,4,5029.5,L11,T21,P40,C11
10349,48,100.0,6,7396.8,L75,T141,P40,C75
10358,32,93.49,12,2991.68,L24,T49,P40,C24
10366,34,100.0,1,6275.72,L91,T204,P40,C91
10370,27,56.85,9,1534.95,L43,T50,P40,C43
10377,39,100.0,3,7264.53,L17,T143,P40,C17
10383,47,100.0,6,6869.05,L24,T206,P40,C24
10394,22,100.0,5,3353.02,L24,T224,P40,C24
10405,55,100.0,1,8289.05,L84,T151,P40,C84
10412,60,100.0,9,11887.8,L24,T148,P40,C24
10419,35,100.0,6,5926.9,L20,T117,P40,C20
10425,28,100.0,8,3793.16,L15,T54,P40,C15
10105,38,100.0,13,4330.1,L49,T63,P41,C49
10117,21,95.8,7,2011.8,L27,T118,P41,C27
10128,41,100.0,4,4837.18,L24,T219,P41,C24
10142,22,97.81,10,2151.82,L40,T120,P41,C40
10153,29,88.74,9,2573.46,L24,T121,P41,C24
10165,50,100.0,1,5344.5,L27,T122,P41,C27
10177,29,100.0,11,3070.52,L77,T221,P41,C77
10185,49,80.67,11,3952.83,L51,T70,P41,C51
10196,35,100.0,3,3564.75,L35,T71,P41,C35
10208,48,100.0,11,5614.56,L31,T123,P41,C31
10221,23,80.67,5,1855.41,L57,T222,P41,C57
10232,48,95.8,8,4598.4,L60,T223,P41,C60
10248,42,100.0,14,5082.42,L1,T74,P41,C1
10273,47,100.0,15,5450.59,L57,T76,P41,C57
10282,36,100.0,3,4174.92,L40,T77,P41,C40
10293,22,100.0,6,2418.24,L37,T128,P41,C37
10306,40,91.76,11,3670.4,L78,T79,P41,C78
10314,23,100.0,3,2481.7,L79,T97,P41,C79
10326,32,100.0,6,3807.68,L25,T225,P41,C25
10336,21,100.0,7,2230.41,L63,T129,P41,C63
10350,41,93.04,2,3814.64,L24,T83,P41,C24
10372,25,84.71,5,2117.75,L36,T137,P41,C36
10383,26,100.0,12,3340.48,L24,T206,P41,C24
10396,24,89.75,4,2154.0,L40,T142,P41,C40
10414,48,100.0,14,5808.48,L59,T89,P41,C59
10108,26,68.35,9,1777.1,L67,T99,P42,C67
10122,21,73.17,13,1536.57,L68,T100,P42,C68
10135,45,78.0,10,3510.0,L40,T101,P42,C40
10147,36,86.04,10,3097.44,L42,T102,P42,C42
10159,21,81.21,5,1705.41,L5,T5,P42,C5
10169,32,70.76,5,2264.32,L43,T103,P42,C43
10181,30,82.82,17,2484.6,L8,T104,P42,C8
10191,36,94.88,6,3415.68,L69,T105,P42,C69
10203,33,86.04,11,2839.32,L24,T106,P42,C24
10211,35,78.0,5,2730.0,L10,T10,P42,C10
10225,37,95.69,12,3540.53,L70,T107,P42,C70
10238,41,73.17,6,2999.97,L49,T108,P42,C49
10252,20,76.39,2,1527.8,L10,T226,P42,C10
10265,45,86.84,2,3907.8,L88,T227,P42,C88
10276,38,69.96,6,2658.48,L72,T111,P42,C72
10287,43,70.76,15,3042.68,L70,T112,P42,C70
10300,49,78.8,8,3861.2,L73,T113,P42,C73
10310,27,80.41,13,2171.07,L69,T114,P42,C69
10319,46,73.98,1,3403.08,L80,T115,P42,C80
10329,38,59.1,10,2245.8,L1,T20,P42,C1
10342,25,66.74,5,1668.5,L11,T21,P42,C11
10363,46,60.3,10,2773.8,L74,T116,P42,C74
10378,22,100.0,4,2464.0,L24,T185,P42,C24
10390,40,100.0,9,5491.6,L40,T163,P42,C40
10103,46,100.0,16,4791.82,L18,T27,P43,C18
10111,39,100.0,4,4178.85,L9,T166,P43,C9
10126,38,82.34,16,3128.92,L26,T29,P43,C26
10139,30,100.0,5,3095.4,L21,T168,P43,C21
10149,42,94.25,2,3958.5,L83,T169,P43,C83
10163,43,100.0,6,4991.44,L28,T32,P43,C28
10173,29,95.24,4,2761.96,L87,T156,P43,C87
10182,33,86.31,1,2848.23,L40,T104,P43,C40
10193,32,79.37,5,2539.84,L88,T171,P43,C88
10206,28,87.3,11,2444.4,L32,T36,P43,C32
10215,41,100.0,8,4555.92,L33,T37,P43,C33
10227,33,100.0,1,3666.96,L31,T173,P43,C31
10244,36,84.33,5,3035.88,L24,T174,P43,C24
10257,26,89.29,5,2321.54,L62,T216,P43,C62
10280,34,100.0,7,3474.46,L37,T42,P43,C37
10290,26,96.23,2,2501.98,L92,T228,P43,C92
10304,38,100.0,11,3958.46,L39,T44,P43,C39
10312,33,100.0,8,3535.95,L40,T45,P43,C40
10323,33,91.27,2,3011.91,L73,T81,P43,C73
10333,46,100.0,2,11336.7,L9,T47,P43,C9
10347,26,100.0,12,2656.94,L11,T48,P43,C11
10357,25,100.0,3,2604.25,L40,T49,P43,C40
10369,45,73.08,4,3288.6,L42,T50,P43,C42
10382,50,100.0,7,8935.5,L40,T51,P43,C40
10392,36,100.0,1,4035.96,L64,T218,P43,C64
10423,21,89.29,5,1875.09,L57,T178,P43,C57
10108,29,100.0,8,4049.56,L67,T99,P44,C67
10122,21,100.0,12,2469.39,L68,T100,P44,C68
10135,42,100.0,9,5432.7,L40,T101,P44,C40
10147,37,100.0,9,4405.22,L42,T102,P44,C42
10159,25,100.0,4,3638.0,L5,T5,P44,C5
10169,36,100.0,4,4444.92,L43,T103,P44,C43
10181,22,100.0,16,3395.48,L8,T104,P44,C8
10191,23,100.0,5,3414.58,L69,T105,P44,C69
10203,32,100.0,10,5127.04,L24,T106,P44,C24
10211,28,100.0,4,3745.28,L10,T10,P44,C10
10225,27,100.0,11,4564.08,L70,T107,P44,C70
10238,49,100.0,5,6554.24,L49,T108,P44,C49
10252,41,100.0,1,6749.83,L10,T226,P44,C10
10265,49,100.0,1,8427.02,L88,T227,P44,C88
10276,30,100.0,5,3924.6,L72,T111,P44,C72
10287,40,100.0,14,6761.6,L70,T112,P44,C70
10300,23,100.0,7,3786.49,L73,T113,P44,C73
10310,49,100.0,12,6266.12,L69,T114,P44,C69
10320,25,100.0,5,3491.0,L25,T115,P44,C25
10330,37,100.0,3,4405.22,L67,T229,P44,C67
10342,55,100.0,7,6548.3,L11,T21,P44,C11
10355,23,100.0,7,3177.91,L24,T230,P44,C24
10363,24,100.0,11,4142.64,L74,T116,P44,C74
10378,43,96.49,10,4149.07,L24,T185,P44,C24
10390,50,100.0,1,7397.0,L40,T163,P44,C40
10109,47,100.0,2,6241.6,L46,T152,P45,C46
10123,34,100.0,4,5331.88,L47,T180,P45,C47
10137,31,100.0,4,5124.3,L2,T181,P45,C2
10148,28,100.0,11,3639.44,L43,T154,P45,C43
10161,36,100.0,10,5544.0,L79,T155,P45,C79
10172,48,100.0,8,5493.12,L14,T156,P45,C14
10181,39,100.0,4,5785.26,L8,T104,P45,C8
10192,45,100.0,9,5340.6,L41,T105,P45,C41
10204,35,100.0,15,5735.8,L75,T106,P45,C75
10212,45,100.0,8,6357.6,L24,T139,P45,C24
10226,46,100.0,6,7343.9,L56,T182,P45,C56
10240,37,100.0,1,5959.22,L45,T157,P45,C45
10253,31,100.0,3,4029.38,L23,T109,P45,C23
10266,33,100.0,4,5035.14,L71,T110,P45,C71
10278,31,100.0,4,4116.8,L85,T158,P45,C85
10287,27,100.0,2,4310.55,L70,T112,P45,C70
10301,39,100.0,6,6446.7,L86,T159,P45,C86
10311,32,100.0,11,3616.64,L24,T114,P45,C24
10321,28,100.0,8,4232.76,L22,T46,P45,C22
10331,26,67.91,12,1765.66,L46,T160,P45,C46
10343,44,84.88,2,3734.72,L2,T21,P45,C2
10367,46,100.0,6,4808.38,L4,T184,P45,C4
10379,32,70.83,4,2266.56,L24,T185,P45,C24
10406,65,100.0,1,10468.9,L49,T164,P45,C49
10419,43,100.0,3,5589.14,L20,T117,P45,C20
10108,43,67.77,12,2914.11,L67,T99,P46,C67
10122,35,49.74,16,1740.9,L68,T100,P46,C68
10135,45,50.36,13,2266.2,L40,T101,P46,C40
10146,47,67.14,2,3155.58,L89,T231,P46,C89
10159,21,64.66,8,1357.86,L5,T5,P46,C5
10169,38,68.39,8,2598.82,L43,T103,P46,C43
10180,21,50.36,3,1057.56,L7,T7,P46,C7
10191,43,72.74,9,3127.82,L69,T105,P46,C69
10211,46,54.09,8,2488.14,L10,T10,P46,C10
10224,38,58.44,1,2220.72,L7,T134,P46,C7
10237,26,52.22,1,1357.72,L12,T12,P46,C12
10252,31,52.84,5,1638.04,L10,T226,P46,C10
10264,48,54.71,3,2626.08,L59,T232,P46,C59
10276,33,50.36,9,1661.88,L72,T111,P46,C72
10286,38,57.2,1,2173.6,L63,T233,P46,C63
10299,39,55.95,3,2182.05,L17,T17,P46,C17
10310,42,67.14,16,2819.88,L69,T114,P46,C69
10319,44,59.06,4,2598.64,L80,T115,P46,C80
10330,29,69.63,2,2019.27,L67,T229,P46,C67
10342,26,55.95,8,1454.7,L11,T21,P46,C11
10355,31,53.47,1,1657.57,L24,T230,P46,C24
10363,32,89.12,12,2851.84,L74,T116,P46,C74
10378,28,100.0,9,4609.64,L24,T185,P46,C24
10390,36,100.0,2,5079.96,L40,T163,P46,C40
10403,36,52.22,1,1879.92,L23,T25,P46,C23
10106,41,100.0,17,4774.86,L87,T187,P47,C87
10119,27,99.52,8,2687.04,L20,T64,P47,C20
10130,33,100.0,1,3423.75,L92,T188,P47,C92
10143,34,100.0,12,3455.76,L51,T66,P47,C51
10155,29,100.0,10,3622.97,L17,T67,P47,C17
10167,34,100.0,6,3599.58,L38,T68,P47,C38
10178,48,100.0,9,5386.56,L52,T69,P47,C52
10186,46,100.0,6,4918.78,L53,T70,P47,C53
10197,22,100.0,3,2538.8,L54,T71,P47,C54
10209,20,100.0,5,2498.6,L55,T72,P47,C55
10222,45,85.75,9,3858.75,L56,T73,P47,C56
10249,46,100.0,5,5600.5,L34,T234,P47,C34
10262,34,100.0,14,4103.46,L24,T191,P47,C24
10273,50,85.75,1,4287.5,L57,T76,P47,C57
10283,46,100.0,3,5795.54,L58,T77,P47,C58
10296,22,84.7,12,1863.4,L90,T193,P47,C90
10307,48,86.81,6,4166.88,L30,T79,P47,C30
10316,47,86.81,14,4080.07,L60,T80,P47,C60
10328,34,100.0,6,3815.48,L87,T235,P47,C87
10338,45,100.0,2,5526.45,L91,T195,P47,C91
10351,20,100.0,2,3374.6,L50,T196,P47,C50
10373,50,60.49,6,3024.5,L61,T85,P47,C61
10386,22,57.55,6,1266.1,L24,T197,P47,C24
10398,45,100.0,17,4811.85,L2,T198,P47,C2
10400,58,100.0,6,7307.42,L62,T88,P47,C62
10415,51,100.0,5,6209.25,L88,T236,P47,C88
10104,38,100.0,3,5348.5,L24,T135,P48,C24
10117,22,100.0,12,2780.58,L27,T118,P48,C27
10127,25,100.0,5,3447.0,L75,T119,P48,C75
10142,24,100.0,15,3791.52,L40,T120,P48,C40
10152,35,100.0,1,4524.1,L29,T237,P48,C29
10165,28,100.0,6,3337.6,L27,T122,P48,C27
10176,36,100.0,5,5532.12,L71,T33,P48,C71
10185,39,100.0,16,5096.91,L51,T70,P48,C51
10196,27,100.0,8,4537.08,L35,T71,P48,C35
10207,40,100.0,1,6146.8,L65,T92,P48,C65
10220,50,100.0,5,8258.0,L76,T124,P48,C76
10230,42,100.0,3,7238.28,L73,T136,P48,C73
10247,48,100.0,5,6756.0,L74,T126,P48,C74
10272,25,100.0,5,3734.0,L19,T127,P48,C19
10282,31,100.0,8,4674.8,L40,T77,P48,C40
10292,44,100.0,2,7140.76,L1,T43,P48,C1
10306,23,100.0,16,3600.65,L78,T79,P48,C78
10314,29,100.0,8,4206.74,L79,T97,P48,C79
10324,49,100.0,13,5379.71,L12,T81,P48,C12
10337,36,100.0,3,5679.36,L28,T82,P48,C28
10349,34,100.0,5,4394.84,L75,T141,P48,C75
10358,25,100.0,13,2528.25,L24,T49,P48,C24
10372,48,100.0,6,7031.52,L36,T137,P48,C36
10383,38,100.0,1,5340.9,L24,T206,P48,C24
10394,37,100.0,1,6376.58,L24,T224,P48,C24
10413,49,100.0,5,6896.75,L14,T131,P48,C14
10100,22,86.51,4,1903.22,L41,T200,P49,C41
10110,28,89.27,8,2499.56,L78,T179,P49,C78
10124,36,85.59,7,3081.24,L85,T167,P49,C85
10148,34,100.0,1,3598.22,L43,T154,P49,C43
10162,39,100.0,10,3912.09,L5,T170,P49,C5
10173,21,75.46,14,1584.66,L87,T156,P49,C87
10182,36,100.0,11,3942.72,L40,T104,P49,C40
10193,24,97.55,15,2341.2,L88,T171,P49,C88
10204,29,85.59,5,2482.11,L75,T106,P49,C75
10213,38,94.79,1,3602.02,L53,T238,P49,C53
10227,34,100.0,11,3566.94,L31,T173,P49,C31
10241,42,90.19,3,3787.98,L84,T157,P49,C84
10280,35,100.0,17,3704.05,L37,T42,P49,C37
10288,35,80.99,6,2834.65,L66,T183,P49,C66
10302,38,89.27,2,3392.26,L23,T67,P49,C23
10311,41,81.91,1,3358.31,L24,T114,P49,C24
10332,50,100.0,2,7310.0,L78,T160,P49,C78
10344,21,100.0,4,2203.11,L68,T202,P49,C68
10367,43,62.72,8,2696.96,L4,T184,P49,C4
10380,32,100.0,1,3376.64,L24,T177,P49,C24
10407,6,90.19,3,541.14,L62,T186,P49,C62
10420,66,92.95,6,6134.7,L21,T203,P49,C21
10105,41,82.5,10,3382.5,L49,T63,P50,C49
10117,23,97.42,4,2240.66,L27,T118,P50,C27
10128,43,92.16,1,3962.88,L24,T219,P50,C24
10142,24,70.22,7,1685.28,L40,T120,P50,C40
10153,22,83.38,6,1834.36,L24,T121,P50,C24
10166,26,73.73,1,1916.98,L22,T220,P50,C22
10177,35,74.6,8,2611.0,L77,T221,P50,C77
10185,47,77.24,8,3630.28,L51,T70,P50,C51
10197,50,100.0,14,5090.5,L54,T71,P50,C54
10208,45,87.77,8,3949.65,L31,T123,P50,C31
10221,39,89.53,2,3491.67,L57,T222,P50,C57
10232,23,89.53,5,2059.19,L60,T223,P50,C60
10248,42,75.48,11,3170.16,L1,T74,P50,C1
10261,20,89.53,9,1790.6,L44,T75,P50,C44
10273,33,71.09,12,2345.97,L57,T76,P50,C57
10283,34,100.0,14,3580.88,L58,T77,P50,C58
10293,49,100.0,3,4946.06,L37,T128,P50,C37
10306,39,90.4,8,3525.6,L78,T79,P50,C78
10315,36,100.0,7,3602.16,L15,T239,P50,C15
10326,50,86.01,5,4300.5,L25,T225,P50,C25
10337,29,100.0,2,4498.19,L28,T82,P50,C28
10350,30,100.0,3,3023.1,L24,T83,P50,C24
10372,41,86.89,7,3562.49,L36,T137,P50,C36
10383,28,58.58,7,1640.24,L24,T206,P50,C24
10396,45,100.0,5,4739.4,L40,T142,P50,C40
10414,16,75.48,11,1207.68,L59,T89,P50,C59
10103,36,100.0,5,4228.2,L18,T27,P51,C18
10114,41,100.0,9,4815.45,L63,T90,P51,C63
10126,50,100.0,5,7083.0,L26,T29,P51,C26
10140,40,100.0,5,4601.2,L6,T30,P51,C6
10150,49,100.0,2,6467.02,L27,T31,P51,C27
10164,45,100.0,3,5012.55,L64,T91,P51,C64
10175,47,100.0,10,5121.59,L50,T33,P51,C50
10183,21,100.0,2,2441.04,L30,T34,P51,C30
10194,32,100.0,5,4262.08,L31,T35,P51,C31
10207,47,100.0,16,6658.02,L65,T92,P51,C65
10217,38,100.0,5,4509.08,L66,T93,P51,C66
10229,41,100.0,10,4716.23,L40,T94,P51,C40
10245,21,100.0,3,2390.22,L35,T39,P51,C35
10259,41,100.0,13,4666.62,L66,T40,P51,C66
10270,38,100.0,3,5383.08,L21,T41,P51,C21
10281,25,99.29,10,2482.25,L19,T95,P51,C19
10291,48,100.0,5,5288.64,L38,T43,P51,C38
10305,22,99.29,14,2184.38,L16,T96,P51,C16
10313,28,100.0,8,2881.76,L32,T97,P51,C32
10323,47,100.0,1,6203.06,L73,T81,P51,C73
10334,49,100.0,4,6763.47,L25,T98,P51,C25
10347,45,100.0,4,5884.65,L11,T48,P51,C11
10357,28,100.0,2,3559.64,L40,T49,P51,C40
10370,29,57.53,6,1668.37,L43,T50,P51,C43
10382,39,100.0,1,4890.6,L40,T51,P51,C40
10411,46,100.0,3,5235.72,L44,T53,P51,C44
10425,38,100.0,13,4325.16,L15,T54,P51,C15
10103,41,47.29,9,1938.89,L18,T27,P52,C18
10113,50,49.81,3,2490.5,L40,T132,P52,C40
10126,43,53.83,9,2314.69,L26,T29,P52,C26
10140,29,43.27,9,1254.83,L6,T30,P52,C6
10150,30,42.76,6,1282.8,L27,T31,P52,C27
10164,25,53.83,7,1345.75,L64,T91,P52,C64
10174,49,44.78,2,2194.22,L29,T33,P52,C29
10183,40,49.3,6,1972.0,L30,T34,P52,C30
10194,41,44.78,9,1835.98,L31,T35,P52,C31
10206,21,53.33,4,1119.93,L32,T36,P52,C32
10215,46,45.28,1,2082.88,L33,T37,P52,C33
10229,39,40.25,14,1569.75,L40,T94,P52,C40
10245,45,59.87,7,2694.15,L35,T39,P52,C35
10258,21,59.87,4,1257.27,L36,T40,P52,C36
10270,44,58.36,7,2567.84,L21,T41,P52,C21
10281,44,59.87,14,2634.28,L19,T95,P52,C19
10291,29,51.82,9,1502.78,L38,T43,P52,C38
10304,34,49.3,4,1676.2,L39,T44,P52,C39
10312,39,56.85,1,2217.15,L40,T45,P52,C40
10324,38,100.0,6,6832.02,L12,T81,P52,C12
10333,24,79.86,8,1916.64,L9,T47,P52,C9
10348,29,100.0,6,7110.8,L26,T80,P52,C26
10358,30,100.0,8,5302.8,L24,T49,P52,C24
10370,20,100.0,2,2730.0,L43,T50,P52,C43
10382,39,100.0,2,7827.3,L40,T51,P52,C40
10411,35,59.87,7,2095.45,L44,T53,P52,C44
10424,26,59.87,4,1556.62,L24,T54,P52,C24
10108,44,100.0,11,5565.12,L67,T99,P53,C67
10122,28,100.0,15,3583.16,L68,T100,P53,C68
10135,31,100.0,12,4705.18,L40,T101,P53,C40
10146,29,100.0,1,4444.54,L89,T231,P53,C89
10159,32,100.0,7,4618.88,L5,T5,P53,C5
10169,33,100.0,7,4910.4,L43,T103,P53,C43
10180,44,100.0,2,5565.12,L7,T7,P53,C7
10191,32,100.0,8,4237.76,L69,T105,P53,C69
10211,41,100.0,7,5673.58,L10,T10,P53,C10
10225,35,100.0,14,5260.15,L70,T107,P53,C70
10238,44,100.0,8,6350.96,L49,T108,P53,C49
10252,26,100.0,4,3559.4,L10,T226,P53,C10
10264,20,100.0,2,2410.6,L59,T232,P53,C59
10276,48,100.0,8,5713.92,L72,T111,P53,C72
10287,34,100.0,17,4300.32,L70,T112,P53,C70
10299,49,100.0,2,7947.31,L17,T17,P53,C17
10310,40,100.0,15,5356.8,L69,T114,P53,C69
10319,45,100.0,3,7901.1,L80,T115,P53,C80
10330,50,100.0,4,6101.0,L67,T229,P53,C67
10342,38,100.0,11,6276.46,L11,T21,P53,C11
10355,25,100.0,2,4203.5,L24,T230,P53,C24
10363,28,58.18,13,1629.04,L74,T116,P53,C74
10378,49,67.14,8,3289.86,L24,T185,P53,C24
10390,49,100.0,3,6862.94,L40,T163,P53,C40
10110,42,61.29,9,2574.18,L78,T179,P54,C78
10124,23,57.73,8,1327.79,L85,T167,P54,C85
10148,29,81.25,2,2356.25,L43,T154,P54,C43
10161,25,80.54,1,2013.5,L79,T155,P54,C79
10173,39,71.98,15,2807.22,L87,T156,P54,C87
10182,44,69.84,12,3072.96,L40,T104,P54,C40
10193,25,76.26,16,1906.5,L88,T171,P54,C88
10204,45,76.26,6,3431.7,L75,T106,P54,C75
10213,25,83.39,2,2084.75,L53,T238,P54,C53
10227,37,57.73,12,2136.01,L31,T173,P54,C31
10241,30,66.99,4,2009.7,L84,T157,P54,C84
10267,36,75.55,1,2719.8,L75,T240,P54,C75
10279,26,60.58,1,1575.08,L24,T241,P54,C24
10288,23,73.41,7,1688.43,L66,T183,P54,C66
10302,23,72.7,3,1672.1,L23,T67,P54,C23
10311,25,66.99,2,1674.75,L24,T114,P54,C24
10332,21,100.0,3,3472.98,L78,T160,P54,C78
10344,26,63.43,5,1649.18,L68,T202,P54,C68
10367,44,85.25,9,3751.0,L4,T184,P54,C4
10380,24,100.0,2,4536.0,L24,T177,P54,C24
10407,66,66.99,4,4421.34,L62,T186,P54,C62
10420,36,57.73,7,2078.28,L21,T203,P54,C21
10110,36,85.25,13,3069.0,L78,T179,P55,C78
10124,22,77.9,12,1713.8,L85,T167,P55,C85
10148,25,60.26,6,1506.5,L43,T154,P55,C43
10161,37,72.76,5,2692.12,L79,T155,P55,C79
10172,32,75.69,3,2422.08,L14,T156,P55,C14
10182,47,74.22,16,3488.34,L40,T104,P55,C40
10192,37,69.82,4,2583.34,L41,T105,P55,C41
10204,20,62.47,10,1249.4,L75,T106,P55,C75
10212,41,82.31,3,3374.71,L24,T139,P55,C24
10226,21,60.26,1,1265.46,L56,T182,P55,C56
10241,22,76.43,8,1681.46,L84,T157,P55,C84
10267,40,80.1,5,3204.0,L75,T240,P55,C75
10279,32,74.96,5,2398.72,L24,T241,P55,C24
10288,36,66.14,11,2381.04,L66,T183,P55,C66
10301,27,72.02,1,1944.54,L86,T159,P55,C86
10311,26,87.45,6,2273.7,L24,T114,P55,C24
10321,30,70.55,3,2116.5,L22,T46,P55,C22
10332,23,56.84,4,1307.32,L78,T160,P55,C78
10344,29,59.53,7,1726.37,L68,T202,P55,C68
10367,21,60.37,10,1267.77,L4,T184,P55,C4
10380,34,100.0,3,3441.82,L24,T177,P55,C24
10407,26,76.43,8,1987.18,L62,T186,P55,C62
10420,60,64.67,11,3880.2,L21,T203,P55,C21
10104,35,55.49,6,1942.15,L24,T135,P56,C24
10115,47,69.36,2,3259.92,L28,T144,P56,C28
10127,20,60.69,8,1213.8,L75,T119,P56,C75
10141,20,54.33,2,1086.6,L74,T145,P56,C74
10152,25,65.31,4,1632.75,L29,T237,P56,C29
10165,25,69.36,9,1734.0,L27,T122,P56,C27
10176,27,68.78,8,1857.06,L71,T33,P56,C71
10184,31,60.11,3,1863.41,L82,T70,P56,C82
10195,44,66.47,3,2924.68,L48,T35,P56,C48
10207,49,46.82,4,2294.18,L65,T92,P56,C65
10220,26,56.07,8,1457.82,L76,T124,P56,C76
10230,36,54.33,6,1955.88,L73,T136,P56,C73
10246,44,52.6,2,2314.4,L24,T126,P56,C24
10259,28,46.82,1,1310.96,L66,T40,P56,C66
10271,45,64.74,2,2913.3,L40,T127,P56,C40
10282,29,46.82,11,1357.78,L40,T77,P56,C40
10292,40,53.75,5,2150.0,L1,T43,P56,C1
10305,45,61.85,2,2783.25,L16,T96,P56,C16
10314,44,53.18,11,2339.92,L79,T97,P56,C79
10324,25,69.16,14,1729.0,L12,T81,P56,C12
10336,45,100.0,4,5972.4,L63,T129,P56,C63
10349,48,47.4,4,2275.2,L75,T141,P56,C75
10358,44,60.76,14,2673.44,L24,T49,P56,C24
10371,25,97.27,12,2431.75,L40,T130,P56,C40
10383,22,91.76,2,2018.72,L24,T206,P56,C24
10394,31,50.29,2,1558.99,L24,T224,P56,C24
10412,21,52.6,2,1104.6,L24,T148,P56,C24
10425,55,46.82,1,2575.1,L15,T54,P56,C15
10107,25,100.0,3,2845.75,L1,T1,P57,C1
10120,35,98.05,1,3431.75,L11,T55,P57,C11
10134,35,93.54,3,3273.9,L3,T3,P57,C3
10145,43,95.8,7,4119.4,L4,T4,P57,C4
10159,44,100.0,15,5355.68,L5,T5,P57,C5
10168,50,100.0,2,5747.5,L6,T6,P57,C6
10180,48,100.0,10,5355.36,L7,T7,P57,C7
10188,25,100.0,2,2535.75,L8,T8,P57,C8
10201,39,100.0,3,4351.23,L9,T9,P57,C9
10211,25,90.16,15,2254.0,L10,T10,P57,C10
10223,32,91.29,2,2921.28,L11,T11,P57,C11
10237,20,100.0,8,2299.0,L12,T12,P57,C12
10251,26,100.0,3,2637.18,L13,T13,P57,C13
10263,42,100.0,3,4307.52,L14,T14,P57,C14
10275,21,100.0,2,2153.76,L15,T15,P57,C15
10285,34,100.0,7,3716.88,L16,T16,P57,C16
10299,47,100.0,10,5455.76,L17,T17,P57,C17
10309,21,100.0,6,2650.62,L18,T18,P57,C18
10318,48,100.0,2,6437.28,L19,T19,P57,C19
10329,30,87.78,7,2633.4,L1,T20,P57,C1
10339,27,84.39,10,2278.53,L36,T59,P57,C36
10362,50,96.92,2,4846.0,L6,T62,P57,C6
